排名	name	run_time	上线时间	注册资本	地区	待收金额	涉及人数	事件类型
1	中润e在线	2016.04	2015.11	1000.00万元	山东	-	-	跑路
2	8号金铺	2016.04	2016.03	5000.00万元	浙江	-	-	跑路
3	百利汇通	2016.04	2015.09	12000.00万元	浙江	-	-	停业
4	金蟾在线	2016.04	2014.11	1000.00万元	贵州	-	-	提现困难
5	海英财富	2016.04	2015.04	3000.00万元	广东	-	-	跑路
6	聚金汇财	2016.04	2014.12	500.00万元	山东	-	-	跑路
7	融途e贷	2016.04	2014.12	3000.00万元	黑龙江	-	-	停业
8	糖糖贷	2016.04	2015.07	1000.00万元	江苏	-	-	停业
9	A+理财	2016.04	2015.11	6000.00万元	安徽	-	-	停业
10	国惠金融	2016.04	2015.03	5000.00万元	广东	-	-	提现困难
11	放心贷	2016.04	2015.04	1000.00万元	北京	-	-	提现困难
12	e生财富	2016.04	2013.09	5000.00万元	广东	-	-	提现困难
13	贷贷好	2016.04	2014.04	5000.00万元	广东	-	-	停业
14	我投点	2016.04	2014.11	10000.00万元	北京	-	-	跑路
15	盛开网	2016.04	2014.02	1000.00万元	广东	-	-	跑路
16	金融街	2016.04	2014.06	1000.00万元	黑龙江	-	-	停业
17	悦投融	2016.04	2014.01	1000.00万元	广东	-	-	停业
18	财源宝	2016.04	2014.03	10000.00万元	黑龙江	-	-	提现困难
19	福润融通	2016.04	2015.01	1500.00万元	山东	-	-	跑路
20	水金所	2016.04	2015.12	10000.00万元	北京	-	-	跑路
21	川金贷	2016.04	2015.12	5000.00万元	宁夏	-	-	跑路
22	友利汇	2016.04	2015.08	1000.00万元	江苏	-	-	跑路
23	利多财富	2016.04	2014.06	500.00万元	河北	-	-	停业
24	冀鑫财富	2016.04	2015.07	1100.00万元	河北	-	-	跑路
25	中续投资	2016.04	2014.11	2500.00万元	广东	-	-	跑路
26	金赋财富	2016.04	2015.11	3000.00万元	山东	-	-	跑路
27	远虑财富	2016.04	2015.11	603.00万元	江苏	-	-	停业
28	润恒贷	2016.04	2014.10	5100.00万元	河南	-	-	停业
29	财智魔方	2016.04	2014.07	300.00万元	河南	-	-	跑路
30	点点贷	2016.04	2011年	200.00万元	湖南	-	-	提现困难
31	锦如金融	2016.04	2015.06	5000.00万元	云南	-	-	停业
32	诚壹贷	2016.04	2014.03	200.00万元	广东	-	-	停业
33	融100	2016.04	2015.03	5000.00万元	广东	-	-	停业
34	鼓腰包	2016.04	2014.11	5000.00万元	四川	-	-	停业
35	爱优益	2016.03	2015.07	6000.00万元	江苏	-	-	跑路
36	沪联在线	2016.03	2014.04	1000.00万元	上海	-	-	跑路
37	大米金融	2016.03	2015.07	1000.00万元	四川	-	-	跑路
38	微财金融	2016.03	2016.01	5000.00万元	江苏	-	-	提现困难
39	贝米在线	2016.03	2016.01	20000.00万元	吉林	-	-	跑路
40	永贷宝	2016.03	2015.03	3000.00万元	河南	-	-	跑路
41	中银汇通	2016.03	2014.12	1088.00万元	安徽	-	-	停业
42	优财树	2016.03	2014.06	1000.00万元	北京	-	-	跑路
43	瑞安贷	2016.03	2014.05	880.00万元	浙江	-	-	停业
44	惠龙贷	2016.03	2015.02	1200.00万元	四川	-	-	停业
45	星理财	2016.03	2014.08	10000.00万元	湖北	-	-	停业
46	一辰创投	2016.03	2015.08	5000.00万元	山东	-	-	跑路
47	财源网	2016.03	2014.03	10000.00万元	黑龙江	-	-	提现困难
48	信乐贷	2016.03	2015.03	6000.00万元	北京	-	-	跑路
49	安鑫金融	2016.03	2015.02	5555.00万元	陕西	-	-	跑路
50	乾融易贷	2016.03	2014.12	1000.00万元	湖北	-	-	停业
51	金口袋	2016.03	2014.06	1000.00万元	广东	-	-	跑路
52	豫麟创投	2016.03	2015.06	1650.00万元	河南	-	-	跑路
53	角分在线	2016.03	2015.11	10000.00万元	上海	-	-	停业
54	银淦诚	2016.03	2016.03	1000.00万元	山西	-	-	跑路
55	信他贷	2016.03	2014.09	5000.00万元	湖北	-	-	跑路
56	饭盒金服	2016.03	2015.03	5000.00万元	福建	-	-	跑路
57	创安财富	2016.03	2014.10	1500.00万元	重庆	-	-	跑路
58	中东资本	2016.03	2015.03	1001.00万元	河北	-	-	停业
59	安心金融	2016.03	2014.12	1000.00万元	北京	-	-	停业
60	徽金所	2016.03	2014.10	5000.00万元	安徽	-	-	经侦介入
61	懒猫1688	2016.03	2015.10	2000.00万元	浙江	-	-	停业
62	开杰圆融网	2016.03	2014.02	500.00万元	重庆	-	-	停业
63	汇盈财富	2016.03	2014.08	1500.00万元	北京	-	-	停业
64	金麦金融	2016.03	2015.01	5000.00万元	广东	-	-	停业
65	深金在线	2016.03	2015.01	5000.00万元	广东	-	-	停业
66	幸福贷	2016.03	2013.06	3000.00万元	山东	-	-	提现困难
67	至尊宝	2016.03	2015.02	1100.00万元	河南	-	-	跑路
68	昱盛财富	2016.03	2015.09	1000.00万元	陕西	-	-	停业
69	帝天财富	2016.03	2015.05	2000.00万元	山东	-	-	停业
70	巨福易贷	2016.03	2015.06	3000.00万元	山东	-	-	停业
71	兆鑫财富	2016.03	2015.07	1000.00万元	山东	-	-	跑路
72	指南针	2016.03	2015.07	5000.00万元	山东	-	-	跑路
73	广安宏润	2016.03	2014.07	1500.00万元	山东	-	-	停业
74	苗木之家	2016.03	2014.09	1000.00万元	山东	-	-	停业
75	久利网	2016.03	2015.07	3000.00万元	河南	-	-	停业
76	华泰100	2016.03	2015.09	10000.00万元	北京	-	-	停业
77	火狐投资	2016.03	2015.10	1000.00万元	江苏	-	-	停业
78	蓝象金服	2016.03	2015.09	1000.00万元	广西	-	-	跑路
79	涌沪行创投	2016.03	2015.07	5000.00万元	浙江	-	-	停业
80	庭好贷	2016.03	2014.11	10000.00万元	上海	-	-	停业
81	祁商创富	2016.03	2015.09	3000.00万元	湖南	-	-	停业
82	久久理财	2016.03	2015.09	75.00万元	北京	-	-	提现困难
83	金润创投	2016.03	2015.05	2000.00万元	江苏	-	-	停业
84	喜来贷	2016.03	2014.09	1000.00万元	广东	-	-	停业
85	添亿创投	2016.03	2015.08	1000.00万元	安徽	-	-	停业
86	E贝贷	2016.03	2014.12	5000.00万元	广东	-	-	停业
87	保本儿	2016.03	2014.08	5000.00万元	广东	-	-	跑路
88	中乾在线	2016.03	2014.11	10000.00万元	贵州	-	-	跑路
89	鑫华士	2016.03	2014.12	1000.00万元	湖北	-	-	停业
90	大禹资本	2016.03	2015.07	1800.00万元	山东	-	-	停业
91	财金所	2016.03	2014.11	1000.00万元	广东	-	-	停业
92	超钻金融	2016.03	2015.04	5000.00万元	广东	-	-	停业
93	点点理财	2016.03	2014.09	1000.00万元	广东	-	-	跑路
94	放心投资	2016.03	2014.10	3000.00万元	广东	-	-	跑路
95	国汽金融	2016.03	2014.09	500.00万元	广东	-	-	跑路
96	润源财富	2016.03	2015.01	800.00万元	山东	-	-	停业
97	鲁信宜贷	2016.03	2015.01	1000.00万元	山东	-	-	停业
98	财爷爷	2016.03	2015.03	10000.00万元	广东	-	-	跑路
99	财富宝投融	2016.03	2014.04	1000.00万元	四川	-	-	跑路
100	6金所	2016.03	2015.08	1000.00万元	广东	-	-	跑路
101	多利金服	2016.03	2013.09	5000.00万元	北京	-	-	跑路
102	正祥资本	2016.03	2015.04	1800.00万元	江苏	-	-	跑路
103	鸿运当投	2016.03	2015.12	3000.00万元	山东	-	-	停业
104	艺商贷	2016.03	2013.10	500.00万元	广东	-	-	经侦介入
105	宗亲贷	2016.03	2014.06	1000.00万元	广东	-	-	跑路
106	宜众贷	2016.03	2014.03	-	广东	-	-	跑路
107	清融网	2016.03	2016.01	5000.00万元	浙江	-	-	停业
108	壹方壹贷	2016.03	2015.03	5000.00万元	广东	-	-	跑路
109	天天利	2016.03	2014.11	3000.00万元	广东	-	-	跑路
110	金冠贷	2016.03	2014.04	-	广东	-	-	跑路
111	纯嘉投资	2016.03	-	-	江苏	-	-	跑路
112	渤海创投	2016.03	2015.03	2000.00万元	山东	-	-	停业
113	发现地	2016.03	2015.05	3000.00万元	江西	-	-	停业
114	昌泰网	2016.03	2014.11	5000.00万元	江西	-	-	停业
115	旭贷网	2016.03	2014.03	1000.00万元	四川	-	-	跑路
116	天基投资	2016.03	2015.08	1000.00万元	山东	-	-	跑路
117	金柿子	2016.03	2015.03	3000.00万元	北京	-	-	停业
118	艺融易	2016.03	2015.10	5000.00万元	广东	-	-	停业
119	易起创投	2016.03	-	1000.00万元	山东	-	-	跑路
120	贷乐网	2016.03	2014.03	1000.00万元	北京	-	-	停业
121	华夏银泰	2016.03	2015.05	5000.00万元	北京	-	-	停业
122	融促汇	2016.03	2014.05	1000.00万元	广东	-	-	提现困难
123	去网贷	2016.03	2015.09	3000.00万元	安徽	-	-	停业
124	妙慈投资	2016.03	2016.02	5000.00万元	云南	-	-	跑路
125	汇众贷	2016.03	2014.12	1000.00万元	四川	-	-	停业
126	大王理财	2016.03	2015.03	30000.00万元	广东	-	-	停业
127	粮食贷	2016.03	2015.02	10000.00万元	黑龙江	-	-	停业
128	押押贷	2016.03	-	10000.00万元	广东	-	-	跑路
129	盈汇融	2016.03	2015.07	3000.00万元	广东	-	-	跑路
130	纳米时贷	2016.03	2015.09	5000.00万元	广东	-	-	停业
131	储钱罐	2016.03	2015.03	2000.00万元	北京	-	-	停业
132	圣豪贷	2016.03	2015.01	1000.00万元	山东	-	-	停业
133	金贷子	2016.02	2015.12	10000.00万元	江苏	-	-	跑路
134	拓宏理财	2016.02	2014.05	1000.00万元	浙江	-	-	跑路
135	Hi投吧	2016.02	2013.10	5000.00万元	广东	-	-	提现困难
136	楚商创投 	2016.02	2014.01	3000.00万元	云南	-	-	跑路
137	江淮财富	2016.02	2013.11	5000.00万元	安徽	-	-	跑路
138	汴京财富	2016.02	2014.10	1000.00万元	河南	-	-	跑路
139	成融贷	2016.02	2014.10	10000.00万元	天津	-	-	跑路
140	德鑫财富	2016.02	2015.10	3000.00万元	山东	-	-	跑路
141	微方财富	2016.02	2015.03	10000.00万元	上海	-	-	跑路
142	得易贷	2016.02	2014.09	5000.00万元	北京	-	-	停业
143	布贷宝宝	2016.02	2015.01	1000.00万元	上海	-	-	跑路
144	和诚德在线	2016.02	2014.11	5000.00万元	广东	-	-	提现困难
145	宝盖头	2016.02	2014.08	5000.00万元	上海	-	-	停业
146	博贷网	2016.02	2015.02	1000.00万元	上海	-	-	停业
147	金油所	2016.02	2015.01	10000.00万元	上海	-	-	停业
148	浙楚金融	2016.02	2015.08	5000.00万元	湖北	-	-	停业
149	存钱网	2016.02	2014.11	1000.00万元	广东	-	-	停业
150	广通贷	2016.02	2015.04	5100.00万元	山东	-	-	跑路
151	创赢易贷	2016.02	2014.10	5000.00万元	安徽	-	-	提现困难
152	方便贷	2016.02	2014.09	3000.00万元	北京	-	-	跑路
153	家园贷	2016.02	2014.09	1000.00万元	北京	-	-	跑路
154	财富钥匙	2016.02	2014.10	2100.00万元	北京	-	-	跑路
155	汇鑫在线	2016.02	2015.08	2009.00万元	广东	-	-	停业
156	金财通	2016.02	2016.01	1000.00万元	四川	-	-	跑路
157	墨竹轩电子	2016.02	2015.07	1000.00万元	山东	-	-	跑路
158	东郊财富	2016.02	2015.09	6200.00万元	江苏	-	-	提现困难
159	慧众财富	2016.02	2015.11	3000.00万元	山东	-	-	停业
160	咱去投	2016.02	2015.11	1000.00万元	广东	-	-	跑路
161	益盛财富	2016.02	2015.07	1000.00万元	河北	-	-	跑路
162	创金财富	2016.02	-	15000.00万元	浙江	-	-	跑路
163	财大户	2016.02	2015.06	1000.00万元	广东	-	-	停业
164	纵横投资	2016.02	-	1000.00万元	安徽	-	-	跑路
165	惠卡贷	2016.02	2013.09	50000.00万元	广东	-	-	提现困难
166	蓝筹汇	2016.02	2015.07	1000.00万元	河北	-	-	停业
167	汇德行	2016.02	2014.11	10000.00万元	上海	-	-	停业
168	乘10理财	2016.02	2015.09	5000.00万元	北京	-	-	跑路
169	融大在线	2016.02	2014.02	10000.00万元	北京	-	-	跑路
170	汇富帮	2016.02	2015.04	7000.00万元	天津	-	-	跑路
171	微投所	2016.02	2014.12	1000.00万元	广东	-	-	提现困难
172	华人贷	2016.02	-	1200.00万元	浙江	-	-	停业
173	999理财	2016.02	-	6000.00万元	广东	-	-	跑路
174	懒人财富	2016.02	2014.11	5000.00万元	浙江	-	-	停业
175	浙江贷	2016.02	2015.12	1000.00万元	浙江	-	-	跑路
176	帝业投资	2016.02	2014.10	20000.00万元	山西	-	-	经侦介入
177	壹号金融	2016.02	2015.11	5000.00万元	广东	-	-	停业
178	聚投融	2016.02	2014.04	5000.00万元	北京	-	-	提现困难
179	飞速贷	2016.02	2015.03	1000.00万元	湖北	-	-	提现困难
180	连云港e贷	2016.02	2015.09	6000.00万元	江苏	-	-	停业
181	中汇金融	2016.02	-	5000.00万元	山东	-	-	停业
182	宝多多	2016.02	2015.12	5000.00万元	河北	-	-	停业
183	草原理财	2016.02	2015.12	5000.00万元	江苏	-	-	跑路
184	诚鑫易通	2016.02	2015.05	9888.00万元	安徽	-	-	停业
185	同鑫创投	2016.02	2014.06	3000.00万元	山东	-	-	停业
186	宜倡财富	2016.02	2015.02	3000.00万元	山东	-	-	提现困难
187	A资本	2016.02	2015.03	5000.00万元	上海	-	-	停业
188	有钱金融	2016.02	2015.04	1000.00万元	广东	-	-	停业
189	新港e贷	2016.02	2014.08	-	湖北	-	-	跑路
190	e快钱	2016.02	2014.07	5000.00万元	北京	-	-	停业
191	一元投资	2016.02	2014.07	1000.00万元	安徽	-	-	停业
192	盈赢贷	2016.02	2014.08	1000.00万元	安徽	-	-	停业
193	众润金融	2016.02	2014.12	5000.00万元	安徽	-	-	跑路
194	满地易贷	2016.02	2014.04	2000.00万元	广西	-	-	停业
195	富民网贷	2016.02	2015.01	1000.00万元	广西	-	-	跑路
196	甲富乾财富	2016.02	2015.07	5000.00万元	山东	-	-	跑路
197	佰家创投	2016.02	2015.08	3000.00万元	浙江	-	-	跑路
198	中若财富	2016.02	2015.06	5000.00万元	广东	-	-	停业
199	优悦贷	2016.02	2014.02	5000.00万元	北京	-	-	停业
200	联合易贷	2016.02	2015.07	2000.00万元	广东	-	-	停业
201	巨牛财富	2016.02	2015.06	1000.00万元	山东	-	-	停业
202	麦粒金融	2016.02	2015.06	5000.00万元	河南	-	-	停业
203	巽邦资产	2016.02	2015.05	2000.00万元	上海	-	-	停业
204	黄鹤金服	2016.02	2014.05	5160.00万元	湖北	-	-	停业
205	筑梦天使	2016.02	2015.03	5000.00万元	湖北	-	-	跑路
206	融业网	2016.02	2015.06	5000.00万元	江苏	-	-	提现困难
207	爱财网	2016.01	2014.10	1000.00万元	上海	-	-	停业
208	鹏诚贷	2016.01	2013.05	1000.00万元	广东	-	-	跑路
209	善德财富	2016.01	-	8000.00万元	江苏	-	-	提现困难
210	伯乐易贷	2016.01	2014.02	-	北京	-	-	停业
211	车当铺	2016.01	2015.04	3000.00万元	上海	-	-	跑路
212	济赢财富	2016.01	2015.06	3000.00万元	山东	-	-	跑路
213	乐投网	2016.01	2015.01	1000.00万元	广东	-	-	跑路
214	红顶财富	2016.01	2015.06	1500.00万元	山东	-	-	跑路
215	易街金融	2016.01	2014.04	1000.00万元	北京	-	-	跑路
216	快乐e贷	2016.01	2015.05	500.00万元	黑龙江	-	-	跑路
217	昌晟易贷	2016.01	2015.03	1000.00万元	山东	-	-	提现困难
218	金顺创投	2016.01	2015.04	10000.00万元	山东	-	-	跑路
219	财玖有财	2016.01	2014.10	100.00万元	陕西	-	-	跑路
220	金华财富	2016.01	2015.01	500.00万元	山东	-	-	跑路
221	你投我贷	2016.01	2015.07	5000.00万元	重庆	-	-	跑路
222	快时贷	2016.01	2015.04	1000.00万元	吉林	-	-	停业
223	通达财富	2016.01	2014.04	500.00万元	山东	-	-	跑路
224	徽商财富	2016.01	2015.08	5000.00万元	安徽	-	-	提现困难
225	华飞资本	2016.01	-	20000.00万元	上海	-	-	跑路
226	召鑫财富	2016.01	2015.03	2000.00万元	上海	-	-	跑路
227	亿元宝	2016.01	2014.06	500.00万元	北京	-	-	跑路
228	银畅金融	2016.01	2014.11	1000.00万元	广东	-	-	停业
229	互利贷	2016.01	2014.11	10000.00万元	广东	-	-	跑路
230	融资城	2016.01	2010年	1000.00万元	广东	-	-	经侦介入
231	不倒翁贷	2016.01	2015.03	1000.00万元	山东	-	-	跑路
232	晨诺贷	2016.01	2015.06	1000.00万元	四川	-	-	跑路
233	沪商在线	2016.01	2015.02	6000.00万元	上海	-	-	跑路
234	基石在线	2016.01	2014.07	1000.00万元	湖北	-	-	提现困难
235	中联贷	2016.01	2013.11	500.00万元	辽宁	-	-	停业
236	中银号	2016.01	2014.11	20000.00万元	上海	-	-	跑路
237	金葫篓	2016.01	2015.07	1000.00万元	山东	-	-	跑路
238	鼎日投资	2016.01	-	8000.00万元	浙江	-	-	跑路
239	玖信理财	2016.01	-	5000.00万元	江苏	-	-	跑路
240	茶金所	2016.01	2015.09	3000.00万元	福建	-	-	停业
241	快可贷	2016.01	2014.10	3000.00万元	重庆	-	-	停业
242	金点贷	2016.01	2010年	1000.00万元	重庆	-	-	停业
243	奥科创投	2016.01	2015.07	100.00万元	山东	-	-	停业
244	一家人财富	2016.01	2015.01	5000.00万元	湖北	-	-	提现困难
245	九州宏瑞	2016.01	2015.06	3000.00万元	山东	-	-	停业
246	亨丰理财	2016.01	-	3000.00万元	河北	-	-	提现困难
247	民大投资	2016.01	2016.01	2000.00万元	江西	-	-	跑路
248	米兰金融	2016.01	2015.11	10000.00万元	广东	-	-	跑路
249	袋鼠网	2016.01	-	2000.00万元	广东	-	-	跑路
250	中纳资本	2016.01	2015.05	10000.00万元	广东	-	-	跑路
251	爱定投	2016.01	2014.10	10000.00万元	北京	-	-	提现困难
252	建泰投资	2016.01	2015.12	10000.00万元	广西	-	-	跑路
253	盛世财富	2016.01	2014.08	1200.00万元	湖北	-	-	提现困难
254	金蜗牛财富	2016.01	2013.07	200.00万元	浙江	-	-	停业
255	金坤投资	2016.01	-	5000.00万元	湖北	-	-	跑路
256	金蛋E贷	2016.01	2015.12	500.00万元	广东	-	-	跑路
257	虹银财富	2016.01	2014.08	1180.00万元	上海	-	-	停业
258	四联信投	2016.01	2015.04	1000.00万元	山东	-	-	停业
259	齐鲁恒信贷	2016.01	2015.03	1000.00万元	山东	-	-	跑路
260	金联投资	2016.01	2015.02	1000.00万元	山东	-	-	跑路
261	红牛贷	2016.01	2015.02	5000.00万元	山东	-	-	跑路
262	财道金融	2016.01	2013.12	5000.00万元	上海	-	-	跑路
263	融佳易贷	2016.01	2013.12	1000.00万元	上海	-	-	停业
264	汇富创投	2016.01	2014.11	3000.00万元	山东	-	-	跑路
265	财意创投	2016.01	2014.10	-	山东	-	-	跑路
266	天翼贷	2016.01	2015.01	7517.00万元	山东	-	-	跑路
267	金马财富	2016.01	2014.12	10000.00万元	湖北	-	-	停业
268	爱口袋	2016.01	2014.09	1000.00万元	山东	-	-	停业
269	乐投资	2016.01	2014.05	1000.00万元	广东	-	-	提现困难
270	金瑞盈	2016.01	-	2000.00万元	广东	-	-	跑路
271	诺辰财富	2016.01	2014.06	1100.00万元	河南	-	-	跑路
272	聚商一百	2016.01	2015.04	500.00万元	广东	-	-	跑路
273	港兴投资	2016.01	-	2000.00万元	湖北	-	-	跑路
274	腾略创投	2016.01	2015.12	1000.00万元	重庆	-	-	跑路
275	黑火金融	2016.01	2014.03	3000.00万元	广东	-	-	提现困难
276	重庆贷	2016.01	2013.07	50.00万元	重庆	-	-	停业
277	世成贷	2016.01	2015.02	10000.00万元	湖北	-	-	跑路
278	安穗金融	2016.01	2015.06	5000.00万元	安徽	-	-	跑路
279	江腾金融	2016.01	2015.01	2000.00万元	安徽	-	-	跑路
280	钱柜理财	2016.01	-	3000.00万元	浙江	-	-	停业
281	贷贷巴	2016.01	2014.09	6000.00万元	山东	-	-	提现困难
282	69贷	2016.01	2014.12	5000.00万元	浙江	-	-	停业
283	在线贷	2016.01	2012年	10000.00万元	广东	-	-	提现困难
284	日收宝	2016.01	2015.01	3000.00万元	上海	-	-	跑路
285	蓝岸创投	2016.01	2013.12	500.00万元	山东	-	-	跑路
286	有存网	2016.01	2014.07	100.00万元	山东	-	-	跑路
287	小商贷	2016.01	2013.09	3000.00万元	山东	-	-	停业
288	昊华财富	2016.01	2015.03	1000.00万元	浙江	-	-	跑路
289	银禾财富	2016.01	2015.07	8000.00万元	浙江	-	-	跑路
290	融信贷	2016.01	2014.11	5000.00万元	浙江	-	-	跑路
291	东起投资	2016.01	2015.02	1000.00万元	山东	-	-	提现困难
292	盈天下	2016.01	2014.05	2000.00万元	湖北	-	-	提现困难
293	迅益贷	2016.01	-	10000.00万元	福建	-	-	跑路
294	银盛亿达	2016.01	-	2000.00万元	湖北	-	-	跑路
295	携成贷	2015.12	-	200.00万元	江苏	-	-	跑路
296	浙亚财富	2015.12	2015.05	1000.00万元	江苏	-	-	跑路
297	万元财富	2015.12	-	2000.00万元	江苏	-	-	跑路
298	91节节高	2015.12	2014.07	100.00万元	河南	-	-	停业
299	信贷365	2015.12	2014.12	100.00万元	山东	-	-	跑路
300	591车贷	2015.12	2015.05	10000.00万元	福建	-	-	跑路
301	全网慧通	2015.12	-	1100.00万元	山东	-	-	跑路
302	宝利金融	2015.12	2014.09	2000.00万元	浙江	-	-	跑路
303	明贷网	2015.12	2014.09	2000.00万元	浙江	-	-	跑路
304	云融通	2015.12	2013.12	1000.00万元	河北	-	-	跑路
305	凯盈财富	2015.12	2015.08	3000.00万元	山东	-	-	跑路
306	瑞金资本	2015.12	-	10000.00万元	上海	-	-	跑路
307	盈盈创投	2015.12	2015.10	5000.00万元	广东	-	-	停业
308	理财邦	2015.12	2014.06	5880.00万元	河南	-	-	提现困难
309	诚意贷	2015.12	2013.07	500.00万元	浙江	-	-	停业
310	广惠人	2015.12	2014.12	5000.00万元	湖南	-	-	提现困难
311	汇贷中国	2015.12	2013.08	5000.00万元	浙江	-	-	跑路
312	桂融贷	2015.12	2015.07	8000.00万元	广西	-	-	跑路
313	91快车	2015.12	2014.09	8000.00万元	北京	-	-	跑路
314	胜源财富	2015.12	2015.07	500.00万元	山东	-	-	停业
315	三农资本	2015.12	2015.01	10000.00万元	安徽	-	-	停业
316	广佳贷	2015.12	-	5000.00万元	浙江	-	-	跑路
317	好运财富	2015.12	-	5000.00万元	福建	-	-	提现困难
318	沄银宝	2015.12	2014.11	7000.00万元	广东	-	-	跑路
319	聚融汇	2015.12	2014.09	500.00万元	广东	-	-	跑路
320	快融在线	2015.12	2014.09	1200.00万元	广东	-	-	跑路
321	荔园银河系	2015.12	2014.09	1000.00万元	广东	-	-	跑路
322	宝诚金融	2015.12	2015.08	5000.00万元	湖南	-	-	跑路
323	宝筹网	2015.12	2014.12	10000.00万元	重庆	-	-	停业
324	巨石金融	2015.12	-	4800.00万元	四川	-	-	停业
325	紫金贷	2015.12	2012年	1000.00万元	江苏	-	-	停业
326	金投资	2015.12	2014.03	10000.00万元	吉林	-	-	停业
327	大大宝	2015.12	2015.07	1000.00万元	上海	-	-	停业
328	亚投财富	2015.12	2015.08	1000.00万元	天津	-	-	提现困难
329	压岁钱金服	2015.12	2015.08	500.00万元	山东	-	-	停业
330	有道财富	2015.12	2014.02	-	重庆	-	-	跑路
331	云腾信	2015.12	2013.10	180.00万元	云南	-	-	跑路
332	丰达财富	2015.12	2013.04	500.00万元	浙江	-	-	停业
333	融通e贷	2015.12	2014.09	2000.00万元	广东	-	-	跑路
334	轩鸿在线	2015.12	2014.08	1000.00万元	广东	-	-	停业
335	首机贷	2015.12	2014.06	2000.00万元	广东	-	-	跑路
336	科煌财富	2015.12	2014.05	2000.00万元	广东	-	-	停业
337	汉本在线	2015.12	-	10000.00万元	湖北	-	-	跑路
338	鼎方投资	2015.12	2015.12	3000.00万元	河北	-	-	跑路
339	朋友贷	2015.12	2013.01	2000.00万元	广东	-	-	停业
340	有人投	2015.12	2015.10	500.00万元	上海	-	-	停业
341	星期八金融	2015.12	2015.05	5000.00万元	山东	-	-	停业
342	汇信财富	2015.12	2015.05	1000.00万元	江苏	-	-	停业
343	万利财富	2015.12	2015.05	1000.00万元	江苏	-	-	停业
344	学富贷	2015.12	2014.05	200.00万元	江苏	-	-	停业
345	好收易	2015.12	-	660.00万元	北京	-	-	跑路
346	敏迎投资	2015.12	-	10000.00万元	上海	-	-	跑路
347	万遇金融	2015.12	-	3000.00万元	上海	-	-	跑路
348	不差钱	2015.12	2014.07	5000.00万元	广东	-	-	停业
349	富宏金融	2015.12	2015.05	3000.00万元	广东	-	-	跑路
350	茂荣投资	2015.12	2015.09	5000.00万元	陕西	-	-	跑路
351	惠仁财富	2015.12	-	10000.00万元	上海	-	-	停业
352	芝麻金融	2015.12	2014.09	10000.00万元	北京	-	-	停业
353	渣丰投资	2015.12	2014.01	500.00万元	四川	-	-	停业
354	惠宜投资	2015.12	2014.08	2000.00万元	北京	-	-	提现困难
355	e租宝	2015.12	2014.07	10000.00万元	北京	-	-	经侦介入
356	鲁融贷	2015.12	2015.02	1000.00万元	山东	-	-	提现困难
357	人人爱投	2015.12	2015.09	3000.00万元	广东	-	-	跑路
358	浙信贷	2015.12	2015.11	1000.00万元	浙江	-	-	跑路
359	昌盛易贷	2015.12	2015.03	1000.00万元	山东	-	-	跑路
360	太阳金服	2015.12	2015.07	3000.00万元	山东	-	-	跑路
361	诚铭投资	2015.12	-	1000.00万元	北京	-	-	跑路
362	常盈财富	2015.12	2015.08	800.00万元	江苏	-	-	提现困难
363	牛车在线	2015.12	-	5000.00万元	上海	-	-	停业
364	燕赵借贷网	2015.12	-	3000.00万元	河北	-	-	停业
365	投融无忧	2015.12	2015.03	10000.00万元	湖北	-	-	停业
366	好时代	2015.12	2014.10	2000.00万元	湖北	-	-	停业
367	金翌豪创投	2015.12	-	1000.00万元	广东	-	-	停业
368	宏高资本	2015.12	2014.10	1000.00万元	广东	-	-	跑路
369	多利宝理财	2015.12	2014.07	10000.00万元	湖北	-	-	跑路
370	申融财富	2015.12	2015.04	2980.00万元	安徽	-	-	停业
371	环鑫金融	2015.12	2015.02	6800.00万元	安徽	-	-	跑路
372	壹唯世创投资	2015.12	-	2000.00万元	吉林	-	-	跑路
373	中盛金服	2015.12	2015.03	5000.00万元	陕西	-	-	提现困难
374	新华贷	2015.12	2011年	1010.00万元	北京	-	-	提现困难
375	智富会	2015.12	-	-	江苏	-	-	停业
376	一诺创投	2015.12	2015.04	1000.00万元	山东	-	-	跑路
377	鸿磊财富	2015.12	2015.02	1200.00万元	山东	-	-	跑路
378	汉腾创投	2015.12	2013.06	500.00万元	河南	-	-	跑路
379	网梦创投	2015.12	-	1010.00万元	山东	-	-	跑路
380	微尘聚金	2015.12	2014.01	2000.00万元	山东	-	-	跑路
381	滴水微贷	2015.12	2014.12	100.00万元	山东	-	-	跑路
382	交融所	2015.12	-	3000.00万元	山东	-	-	跑路
383	珊湖财富	2015.12	2015.05	1000.00万元	安徽	-	-	跑路
384	浙配资网	2015.12	2015.12	100.00万元	浙江	-	-	跑路
385	亚联贷	2015.12	2013.12	1000.00万元	浙江	-	-	跑路
386	贺翔财富	2015.12	2015.05	5000.00万元	浙江	-	-	跑路
387	民商理财	2015.12	2015.01	1000.00万元	福建	-	-	提现困难
388	15贷	2015.12	2012年	600.00万元	浙江	-	-	提现困难
389	融资贷	2015.12	2015.07	1000.00万元	湖北	-	-	停业
390	淘财网	2015.12	2014.08	360.00万元	湖北	-	-	停业
391	微美金融	2015.12	2014.07	8888.00万元	上海	-	-	停业
392	银瑞贷	2015.12	2015.04	3200.00万元	安徽	-	-	停业
393	贤贤贷	2015.12	2015.03	5000.00万元	福建	-	-	停业
